scientific_name,park_name,observations,category,common_names,conservation_status
Astragalus alpinus,Great Smoky Mountains National Park,82,Vascular Plant,Alpine Milkvetch,
Crataegus uniflora,Great Smoky Mountains National Park,91,Vascular Plant,Dwarf Hawthorn,
Streptopus lanceolatus var. roseus,Bryce National Park,99,Vascular Plant,Twistedstalk,
Lycopus asper,Yellowstone National Park,283,Vascular Plant,"Rough Bugleweed, Rough Water-Horehound",
Empidonax wrightii,Bryce National Park,116,Bird,"Gray Flycatcher, Grey Flycatcher",
Empidonax wrightii,Bryce National Park,116,Bird,Gray Flycatcher,
Symphyotrichum retroflexum,Yosemite National Park,163,Vascular Plant,Rigid Whitetop Aster,
Ericameria cuneata var. cuneata,Bryce National Park,100,Vascular Plant,Cliff Goldenbush,
Mimulus laciniatus,Yellowstone National Park,239,Vascular Plant,Cutleaf Monkeyflower,
Senecio clarkianus,Yosemite National Park,157,Vascular Plant,Clark's Ragwort,
Saccharum alopecuroidum,Yosemite National Park,145,Vascular Plant,Beardgrass,
Picoides borealis,Yosemite National Park,43,Bird,Red-Cockaded Woodpecker,Endangered
Lepidium ramosissimum,Bryce National Park,91,Vascular Plant,"Manybranched Pepperweed, Pepperweed",
Plagiomnium ciliare,Bryce National Park,108,Nonvascular Plant,Plagiomnium Moss,
Malva neglecta,Yellowstone National Park,229,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",
Malva neglecta,Yellowstone National Park,229,Vascular Plant,"Buttonweed, Cheeseplant, Cheeseweed, Common Mallow, Dwarf Mallow, Roundleaf Mallow",
Amelanchier utahensis,Great Smoky Mountains National Park,66,Vascular Plant,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",
Allium campanulatum,Yellowstone National Park,234,Vascular Plant,"Dusky Onion, Sierra Onion",
Carex integra,Yellowstone National Park,258,Vascular Plant,"Smoothbead Sedge, Smoothbeak Sedge",
Castilleja lacera,Yellowstone National Park,230,Vascular Plant,Cutleaf Indian Paintbrush,
Collomia heterophylla,Great Smoky Mountains National Park,49,Vascular Plant,Variableleaf Collomia,
Anemone occidentalis,Yosemite National Park,148,Vascular Plant,White Pasqueflower,
Senecio aureus,Yosemite National Park,153,Vascular Plant,Golden Ragwort,
Astragalus congdonii,Yellowstone National Park,230,Vascular Plant,Congdon's Milkvetch,
Carex,Bryce National Park,80,Vascular Plant,"Carex, Sedge, Sedge Species, Sedges",
Lysimachia hybrida,Yellowstone National Park,246,Vascular Plant,"Intermediate Loosestrife, Lance-Leaf Loosestrife",
Amaranthus albus,Yellowstone National Park,212,Vascular Plant,"White Amaranthus, White Pigweed",
Amaranthus albus,Yellowstone National Park,212,Vascular Plant,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",
Poa palustris,Yosemite National Park,172,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",
Poa palustris,Yosemite National Park,172,Vascular Plant,"Fowl Blue Grass, Fowl Bluegrass",
Melilotus albus,Bryce National Park,85,Vascular Plant,White Sweet-Clover,
Melilotus albus,Bryce National Park,85,Vascular Plant,"Bokhara-Clover, Honey-Clover, White Melilot, White Sweet-Clover",
Quercus michauxii,Bryce National Park,131,Vascular Plant,Swamp Chestnut Oak,
Uvularia perfoliata,Great Smoky Mountains National Park,79,Vascular Plant,Perfoliate Bellwort,
Thalictrum fendleri,Yosemite National Park,146,Vascular Plant,"Fendler's Meadowrue, Fendler's Meadow-Rue",
Epilobium lactiflorum,Yellowstone National Park,239,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",
Poecile atricapillus,Great Smoky Mountains National Park,97,Bird,Black-Capped Chickadee,
Helmitheros vermivorus,Yellowstone National Park,291,Bird,Worm-Eating Warbler,
Sequoiadendron giganteum,Yosemite National Park,141,Vascular Plant,"Giant Redwood, Giant Sequoia, Sierra Redwood",
Ditrichum pusillum,Yosemite National Park,160,Nonvascular Plant,Ditrichum Moss,
Viburnum lantana,Yellowstone National Park,245,Vascular Plant,"Way-Faring Tree, Wayfaring-Tree",
Ailanthus altissima,Bryce National Park,73,Vascular Plant,Tree-Of-Heaven,
Salix bebbiana,Bryce National Park,86,Vascular Plant,"Bebb's Willow, Gray Willow",
Townsendia parryi,Bryce National Park,70,Vascular Plant,"Parry's Townsend Daisy, Parry's Townsendia",
Corynorhinus rafinesquii,Yosemite National Park,188,Mammal,Rafinesque's Big-Eared Bat,
Nycticorax nycticorax,Great Smoky Mountains National Park,64,Bird,Black-Crowned Night-Heron,Species of Concern
Nycticorax nycticorax,Great Smoky Mountains National Park,64,Bird,Black-Crowned Night Heron,Species of Concern
Lespedeza hirta,Bryce National Park,106,Vascular Plant,Hairy Bush-Clover,
Neckera pennata,Bryce National Park,115,Nonvascular Plant,Neckera Moss,
Ageratina occidentalis,Yellowstone National Park,246,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",
Baeolophus inornatus,Bryce National Park,97,Bird,Oak Titmouse,
Ribes cynosbati,Yellowstone National Park,237,Vascular Plant,Prickly Gooseberry,
Krascheninnikovia lanata,Yosemite National Park,151,Vascular Plant,Winterfat,
Rumex crispus,Yellowstone National Park,256,Vascular Plant,"Curled Dock, Curly Dock",
Rumex crispus,Yellowstone National Park,256,Vascular Plant,"Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",
Lonicera involucrata,Yosemite National Park,129,Vascular Plant,"Bearberry Honeysuckle, Twinberry Honeysuckle",
Pluvialis dominica,Bryce National Park,111,Bird,"American Golden-Plover, Lesser Golden-Plover",
Equisetum scirpoides,Yellowstone National Park,227,Vascular Plant,Dwarf Scouringrush,
Spizella pallida,Yellowstone National Park,258,Bird,Clay-Colored Sparrow,
Hemitremia flammea,Yellowstone National Park,251,Fish,Flame Chub,Species of Concern
Fabronia ciliaris var. polycarpa,Yellowstone National Park,264,Nonvascular Plant,Fabronia Moss,
Elymus trachycaulus ssp. subsecundus,Yosemite National Park,146,Vascular Plant,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",
Erigeron peregrinus var. hirsutus,Yosemite National Park,125,Vascular Plant,Subalpine Fleabane,
Eriogonum umbellatum var. nevadense,Great Smoky Mountains National Park,63,Vascular Plant,"Nevada Buckwheat, Sulphur-Flower Buckwheat",
Mimulus viscidus,Yosemite National Park,192,Vascular Plant,Sticky Monkeyflower,
Juncus orthophyllus,Great Smoky Mountains National Park,77,Vascular Plant,Straightleaf Rush,
Limosa fedoa,Yellowstone National Park,266,Bird,Marbled Godwit,Species of Concern
Juncus uncialis,Great Smoky Mountains National Park,97,Vascular Plant,Twelfth Rush,
Fabronia ciliaris,Bryce National Park,111,Nonvascular Plant,Fabronia Moss,
Thaspium barbinode,Great Smoky Mountains National Park,95,Vascular Plant,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",
Polystichum scopulinum,Great Smoky Mountains National Park,54,Vascular Plant,"Eaton's Hollyfern, Mountain Hollyfern",
Oxalis violacea,Yosemite National Park,159,Vascular Plant,Violet Wood-Sorrel,
Oxalis violacea,Yosemite National Park,159,Vascular Plant,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel",
Comandra umbellata,Yosemite National Park,145,Vascular Plant,Bastard Toadflax,
Carex stipata,Bryce National Park,101,Vascular Plant,"Stalk-Grain Sedge, Stipate Sedge",
Ribes aureum var. aureum,Yosemite National Park,139,Vascular Plant,Golden Currant,
Allophyllum gilioides ssp. gilioides,Great Smoky Mountains National Park,54,Vascular Plant,"Dense False Gilia, Dense False Gilyflower",
Ulmus alata,Yosemite National Park,144,Vascular Plant,Winged Elm,
Mephitis mephitis,Yellowstone National Park,257,Mammal,Striped Skunk,
Rudbeckia fulgida var. fulgida,Yosemite National Park,151,Vascular Plant,Orange Coneflower,
Arnica discoidea,Yosemite National Park,153,Vascular Plant,Rayless Arnica,
Geum triflorum,Yellowstone National Park,234,Vascular Plant,"Old Man's Whiskers, Prairie Smoke, Prairiesmoke",
Draba oligosperma,Great Smoky Mountains National Park,34,Vascular Plant,"Fewseed Draba, Glacier Draba",
Cleistes divaricata,Yellowstone National Park,236,Vascular Plant,Spreading Pogonia,
Tamias quadrimaculatus,Yellowstone National Park,261,Mammal,Long-Eared Chipmunk,
Hedysarum sulphurescens,Yosemite National Park,143,Vascular Plant,White Sweetvetch,
Polypodium hesperium,Great Smoky Mountains National Park,68,Vascular Plant,Western Polypody,
Galium boreale,Yellowstone National Park,252,Vascular Plant,Northern Bedstraw,
Hosta lancifolia,Bryce National Park,125,Vascular Plant,Hosta,
Trillium catesbaei,Bryce National Park,94,Vascular Plant,Catesby's Trillium,
Larus californicus,Yosemite National Park,136,Bird,California Gull,
Rana draytonii,Great Smoky Mountains National Park,43,Amphibian,California Red-Legged Frog,Threatened
Fontinalis sullivantii,Bryce National Park,97,Nonvascular Plant,Sullivant's Fontinalis Moss,
Clematis occidentalis var. grosseserrata,Yellowstone National Park,247,Vascular Plant,Western Blue Virginsbower,
Anemone occidentalis,Great Smoky Mountains National Park,82,Vascular Plant,White Pasqueflower,
Anemone patens var. multifida,Great Smoky Mountains National Park,94,Vascular Plant,Cutleaf Anemone,
Diervilla sessilifolia,Great Smoky Mountains National Park,81,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",
Pohlia annotina,Great Smoky Mountains National Park,84,Nonvascular Plant,Pohlia Moss,
Astomum muehlenbergianum,Great Smoky Mountains National Park,115,Nonvascular Plant,Muehlenberg's Astomum Moss,
Aster patens var. patens,Yosemite National Park,132,Vascular Plant,Late Purple Aster,
Limnothlypis swainsonii,Great Smoky Mountains National Park,56,Bird,Swainson's Warbler,
Arabis repanda var. greenei,Great Smoky Mountains National Park,78,Vascular Plant,Greene's Rockcress,
Brachyelytrum septentrionale,Yellowstone National Park,247,Vascular Plant,Northern Shorthusk,
Secale cereale,Bryce National Park,134,Vascular Plant,"Cultivated Rye, Rye",
Secale cereale,Bryce National Park,134,Vascular Plant,"Cereal Rye, Common Rye, Cultivated Annual Rye, Cultivated Rye, Rye",
Packera aurea,Great Smoky Mountains National Park,71,Vascular Plant,Golden Ragwort,
Delphinium gracilentum,Great Smoky Mountains National Park,75,Vascular Plant,Pine Forest Larkspur,
Carex debilis var. interjecta,Yellowstone National Park,239,Vascular Plant,Necklace Sedge,
Myriophyllum sibiricum,Yosemite National Park,176,Vascular Plant,"American Watermilfoil, Shortspike Watermilfoil, Siberian Water-Milfoil",
Eriophyllum nubigenum,Yosemite National Park,118,Vascular Plant,Yosemite Woolly Sunflower,Species of Concern
Cryptantha ambigua,Yosemite National Park,159,Vascular Plant,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",
Epilobium glaberrimum ssp. glaberrimum,Great Smoky Mountains National Park,72,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
Sorbus sitchensis var. grayi,Yosemite National Park,153,Vascular Plant,Western Mountain-Ash,
Plantago major,Great Smoky Mountains National Park,90,Vascular Plant,"Nipple-Seed Plantain, Plantain",
Plantago major,Great Smoky Mountains National Park,90,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",
Valeriana occidentalis,Yosemite National Park,154,Vascular Plant,"Small-Flower Valerian, Western Valerian, Western Valeriana",
Mimulus moschatus,Yosemite National Park,139,Vascular Plant,"Musk Monkeyflower, Muskflower",
Orthocarpus luteus,Bryce National Park,78,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",
Hoita macrostachya,Yellowstone National Park,263,Vascular Plant,Large Leather-Root,
Polytrichum piliferum,Bryce National Park,110,Nonvascular Plant,Polytrichum Moss,
Notropis volucellus,Bryce National Park,69,Fish,Mimic Shiner,
Poa sylvestris,Yosemite National Park,115,Vascular Plant,Woodland Bluegrass,
Artemisia vulgaris,Great Smoky Mountains National Park,86,Vascular Plant,"Common Mugwort, Common Wormwood",
Smilax tamnoides,Yosemite National Park,132,Vascular Plant,"Bristly Greenbrier, Hispid Greenbrier",
Erigeron compactus,Yosemite National Park,148,Vascular Plant,"Cushion Daisy, Fernleaf Fleabane, Fern-Leaf Fleabane",
Clarkia purpurea ssp. viminea,Yosemite National Park,157,Vascular Plant,Winecup Clarkia,
Carex stipata var. stipata,Yosemite National Park,174,Vascular Plant,Owlfruit Sedge,
Tortella humilis,Bryce National Park,54,Nonvascular Plant,Tortella Moss,
Elodea nuttallii,Bryce National Park,120,Vascular Plant,Western Waterweed,
Elodea nuttallii,Bryce National Park,120,Vascular Plant,Waterweed,
Liriodendron tulipifera,Yosemite National Park,148,Vascular Plant,"Tulip Tree, Tuliptree, Yellow Poplar",
Sanicula bipinnatifida,Bryce National Park,105,Vascular Plant,Purple Sanicle,
Silene antirrhina,Yosemite National Park,163,Vascular Plant,Sleepy Catchfly,
Silene antirrhina,Yosemite National Park,163,Vascular Plant,"Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene",
Packera werneriifolia,Great Smoky Mountains National Park,45,Vascular Plant,Hoary Groundsel,
Pinicola enucleator,Yosemite National Park,149,Bird,Pine Grosbeak,
Potamogeton strictifolius,Great Smoky Mountains National Park,58,Vascular Plant,"Narrowleaf Pondweed, Straight-Leaf Pondweed",
Desmognathus wrighti,Yellowstone National Park,201,Amphibian,Pigmy Salamander,Species of Concern
Bryum lisae,Bryce National Park,155,Nonvascular Plant,Bryum Moss,
Holosteum umbellatum,Yosemite National Park,142,Vascular Plant,Jagged Chickweed,
Lolium arundinaceum,Yellowstone National Park,247,Vascular Plant,Tall Fescue,
Carex aggregata,Yellowstone National Park,279,Vascular Plant,Glomerate Sedge,
Anthus rubescens,Yosemite National Park,177,Bird,Water Pipit,
Anthus rubescens,Yosemite National Park,177,Bird,American Pipit,
Cirsium undulatum,Great Smoky Mountains National Park,84,Vascular Plant,"Gray Thistle, Wavyleaf Thistle, Wavy-Leaf Thistle",
Helenium flexuosum,Yosemite National Park,133,Vascular Plant,"Dark-Eyed Sneezeweed, Purple-Head Sneezeweed",
Aythya affinis,Great Smoky Mountains National Park,115,Bird,Lesser Scaup,Species of Concern
Limosa fedoa,Yosemite National Park,131,Bird,Marbled Godwit,Species of Concern
Tipularia discolor,Bryce National Park,57,Vascular Plant,"Cranefly Orchid, Crippled Cranefly",
Arenaria aculeata,Great Smoky Mountains National Park,68,Vascular Plant,"Prickly Sandwort, Spiny Sandwort",
Juncus diffusissimus,Yellowstone National Park,245,Vascular Plant,"Diffuse Rush, Slimpod Rush",
Lutra canadensis,Bryce National Park,127,Mammal,Northern River Otter,
Lutra canadensis,Bryce National Park,127,Mammal,River Otter,
Phalaris arundinacea,Yellowstone National Park,201,Vascular Plant,Reed Canary Grass,
Phalaris arundinacea,Yellowstone National Park,201,Vascular Plant,"Reed Canary Grass, Reed Canarygrass",
Antennaria argentea,Yellowstone National Park,249,Vascular Plant,"Silver Pussytoes, Silvery Pussytoes",
Sorex monticolus,Yellowstone National Park,252,Mammal,Dusky Shrew,
Sorex monticolus,Yellowstone National Park,252,Mammal,Montane Shrew,
Mimus polyglottos,Great Smoky Mountains National Park,116,Bird,"Mockingbird, Northern Mockingbird",
Mimus polyglottos,Great Smoky Mountains National Park,116,Bird,Northern Mockingbird,
Panicum gattingeri,Great Smoky Mountains National Park,94,Vascular Plant,"Gattinger Panic Grass, Panic Grass",
Orobanche uniflora,Bryce National Park,92,Vascular Plant,"Naked Broomrape, One-Flowered Cancer-Root",
Orobanche uniflora,Bryce National Park,92,Vascular Plant,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape",
Nycticeius humeralis,Yellowstone National Park,219,Mammal,Evening Bat,
Zonotrichia leucophrys,Yosemite National Park,123,Bird,White-Crowned Sparrow,
Rhododendron maximum,Yellowstone National Park,238,Vascular Plant,"Great Laurel, Rosebay Rhododendron",
Oxalis montana,Yosemite National Park,161,Vascular Plant,"White Wood-Sorrel, Wood-Sorrel",
Salvelinus namaycush,Bryce National Park,76,Fish,Lake Trout,
Bryum lisae var. cuspidatum,Yellowstone National Park,228,Nonvascular Plant,Bryum Moss,
Mimulus angustatus,Great Smoky Mountains National Park,52,Vascular Plant,Purplelip Pansy Monkeyflower,
Thermopsis montana,Yellowstone National Park,261,Vascular Plant,Mountain Goldenbanner,
Eleocharis palustris,Yellowstone National Park,242,Vascular Plant,Spike-Rush,
Eleocharis palustris,Yellowstone National Park,242,Vascular Plant,"Common Spikerush, Creeping Spikerush, Creeping Spike-Rush, Marsh Spike-Rush, Spikesedge",
Oxalis corniculata,Bryce National Park,92,Vascular Plant,Creeping Woodsorrel,
Oxalis corniculata,Bryce National Park,92,Vascular Plant,"Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",
Hypericum mitchellianum,Yellowstone National Park,276,Vascular Plant,"Blue Ridge St. John's-Wort, Mitchell's St.John's-Wort",
Senecio fremontii var. fremontii,Yosemite National Park,114,Vascular Plant,Dwarf Mountain Ragwort,
Rudbeckia laciniata var. humilis,Yosemite National Park,152,Vascular Plant,Coneflower,
Nucifraga columbiana,Bryce National Park,117,Bird,Clark's Nutcracker,
Contopus cooperi,Bryce National Park,130,Bird,Olive-Sided Flycatcher,Species of Concern
Carex tahoensis,Bryce National Park,124,Vascular Plant,Tahoe Sedge,
Bryoandersonia illecebra,Bryce National Park,93,Nonvascular Plant,Bryoandersonia Moss,
Polygonatum biflorum var. biflorum,Bryce National Park,67,Vascular Plant,"King Solomon's Seal, Smooth Solomon's Seal",
